object,survey,pdf,reason
BSD  47-642,GOODS: Chandra ACIS HB,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: Chandra ACIS FB,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: Chandra ACIS SB,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: VLT VIMOS U,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: VLT VIMOS R,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: HST ACS B,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: HST ACS V,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: HST ACS I,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: HST ACS Z,1976AJ_____81__958V,no survey
BSD  47-642,Hawaii HDF U,1976AJ_____81__958V,no survey
BSD  47-642,Hawaii HDF B,1976AJ_____81__958V,no survey
BSD  47-642,Hawaii HDF V0201,1976AJ_____81__958V,no survey
BSD  47-642,Hawaii HDF V0401,1976AJ_____81__958V,no survey
BSD  47-642,Hawaii HDF R,1976AJ_____81__958V,no survey
BSD  47-642,Hawaii HDF I,1976AJ_____81__958V,no survey
BSD  47-642,Hawaii HDF z,1976AJ_____81__958V,no survey
BSD  47-642,Hawaii HDF HK,1976AJ_____81__958V,no images
BSD  47-642,GOODS: HST NICMOS,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: VLT ISAAC J,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: VLT ISAAC H,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: VLT ISAAC Ks,1976AJ_____81__958V,no survey
BSD  47-642,HUDF: VLT ISAAC Ks,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: Spitzer IRAC 3.6,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: Spitzer IRAC 4.5,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: Spitzer IRAC 5.8,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: Spitzer IRAC 8.0,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: Spitzer MIPS 24,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: Herschel 100,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: Herschel 160,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: Herschel 250,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: Herschel 350,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: Herschel 500,1976AJ_____81__958V,no survey
BSD  47-642,CDFS: LESS,1976AJ_____81__958V,no survey
BSD  47-642,GOODS: VLA North,1976AJ_____81__958V,no survey
