object,survey,pdf,reason
HD 159192,GOODS: Chandra ACIS HB,1995ApJS___96__605S,no survey
HD 159192,GOODS: Chandra ACIS FB,1995ApJS___96__605S,no survey
HD 159192,GOODS: Chandra ACIS SB,1995ApJS___96__605S,no survey
HD 159192,GOODS: VLT VIMOS U,1995ApJS___96__605S,no survey
HD 159192,GOODS: VLT VIMOS R,1995ApJS___96__605S,no survey
HD 159192,GOODS: HST ACS B,1995ApJS___96__605S,no survey
HD 159192,GOODS: HST ACS V,1995ApJS___96__605S,no survey
HD 159192,GOODS: HST ACS I,1995ApJS___96__605S,no survey
HD 159192,GOODS: HST ACS Z,1995ApJS___96__605S,no survey
HD 159192,Hawaii HDF U,1995ApJS___96__605S,no survey
HD 159192,Hawaii HDF B,1995ApJS___96__605S,no survey
HD 159192,Hawaii HDF V0201,1995ApJS___96__605S,no survey
HD 159192,Hawaii HDF V0401,1995ApJS___96__605S,no survey
HD 159192,Hawaii HDF R,1995ApJS___96__605S,no survey
HD 159192,Hawaii HDF I,1995ApJS___96__605S,no survey
HD 159192,Hawaii HDF z,1995ApJS___96__605S,no survey
HD 159192,Hawaii HDF HK,1995ApJS___96__605S,no images
HD 159192,GOODS: HST NICMOS,1995ApJS___96__605S,no survey
HD 159192,GOODS: VLT ISAAC J,1995ApJS___96__605S,no survey
HD 159192,GOODS: VLT ISAAC H,1995ApJS___96__605S,no survey
HD 159192,GOODS: VLT ISAAC Ks,1995ApJS___96__605S,no survey
HD 159192,HUDF: VLT ISAAC Ks,1995ApJS___96__605S,no survey
HD 159192,GOODS: Spitzer IRAC 3.6,1995ApJS___96__605S,no survey
HD 159192,GOODS: Spitzer IRAC 4.5,1995ApJS___96__605S,no survey
HD 159192,GOODS: Spitzer IRAC 5.8,1995ApJS___96__605S,no survey
HD 159192,GOODS: Spitzer IRAC 8.0,1995ApJS___96__605S,no survey
HD 159192,GOODS: Spitzer MIPS 24,1995ApJS___96__605S,no survey
HD 159192,GOODS: Herschel 100,1995ApJS___96__605S,no survey
HD 159192,GOODS: Herschel 160,1995ApJS___96__605S,no survey
HD 159192,GOODS: Herschel 250,1995ApJS___96__605S,no survey
HD 159192,GOODS: Herschel 350,1995ApJS___96__605S,no survey
HD 159192,GOODS: Herschel 500,1995ApJS___96__605S,no survey
HD 159192,CDFS: LESS,1995ApJS___96__605S,no survey
HD 159192,GOODS: VLA North,1995ApJS___96__605S,no survey
