object,survey,pdf,reason
Cl* NGC  663     MV   23043,GOODS: Chandra ACIS HB,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: Chandra ACIS FB,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: Chandra ACIS SB,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: VLT VIMOS U,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: VLT VIMOS R,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: HST ACS B,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: HST ACS V,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: HST ACS I,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: HST ACS Z,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,Hawaii HDF U,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,Hawaii HDF B,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,Hawaii HDF V0201,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,Hawaii HDF V0401,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,Hawaii HDF R,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,Hawaii HDF I,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,Hawaii HDF z,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,Hawaii HDF HK,1994ApJS___90___31P,no images
Cl* NGC  663     MV   23043,GOODS: HST NICMOS,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: VLT ISAAC J,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: VLT ISAAC H,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: VLT ISAAC Ks,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,HUDF: VLT ISAAC Ks,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: Spitzer IRAC 3.6,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: Spitzer IRAC 4.5,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: Spitzer IRAC 5.8,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: Spitzer IRAC 8.0,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: Spitzer MIPS 24,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: Herschel 100,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: Herschel 160,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: Herschel 250,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: Herschel 350,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: Herschel 500,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,CDFS: LESS,1994ApJS___90___31P,no survey
Cl* NGC  663     MV   23043,GOODS: VLA North,1994ApJS___90___31P,no survey
