object,survey,pdf,reason
HD  16779,GOODS: Chandra ACIS HB,1970ApJ___160_1149H,no survey
HD  16779,GOODS: Chandra ACIS FB,1970ApJ___160_1149H,no survey
HD  16779,GOODS: Chandra ACIS SB,1970ApJ___160_1149H,no survey
HD  16779,GOODS: VLT VIMOS U,1970ApJ___160_1149H,no survey
HD  16779,GOODS: VLT VIMOS R,1970ApJ___160_1149H,no survey
HD  16779,GOODS: HST ACS B,1970ApJ___160_1149H,no survey
HD  16779,GOODS: HST ACS V,1970ApJ___160_1149H,no survey
HD  16779,GOODS: HST ACS I,1970ApJ___160_1149H,no survey
HD  16779,GOODS: HST ACS Z,1970ApJ___160_1149H,no survey
HD  16779,Hawaii HDF U,1970ApJ___160_1149H,no survey
HD  16779,Hawaii HDF B,1970ApJ___160_1149H,no survey
HD  16779,Hawaii HDF V0201,1970ApJ___160_1149H,no survey
HD  16779,Hawaii HDF V0401,1970ApJ___160_1149H,no survey
HD  16779,Hawaii HDF R,1970ApJ___160_1149H,no survey
HD  16779,Hawaii HDF I,1970ApJ___160_1149H,no survey
HD  16779,Hawaii HDF z,1970ApJ___160_1149H,no survey
HD  16779,Hawaii HDF HK,1970ApJ___160_1149H,no images
HD  16779,GOODS: HST NICMOS,1970ApJ___160_1149H,no survey
HD  16779,GOODS: VLT ISAAC J,1970ApJ___160_1149H,no survey
HD  16779,GOODS: VLT ISAAC H,1970ApJ___160_1149H,no survey
HD  16779,GOODS: VLT ISAAC Ks,1970ApJ___160_1149H,no survey
HD  16779,HUDF: VLT ISAAC Ks,1970ApJ___160_1149H,no survey
HD  16779,GOODS: Spitzer IRAC 3.6,1970ApJ___160_1149H,no survey
HD  16779,GOODS: Spitzer IRAC 4.5,1970ApJ___160_1149H,no survey
HD  16779,GOODS: Spitzer IRAC 5.8,1970ApJ___160_1149H,no survey
HD  16779,GOODS: Spitzer IRAC 8.0,1970ApJ___160_1149H,no survey
HD  16779,GOODS: Spitzer MIPS 24,1970ApJ___160_1149H,no survey
HD  16779,GOODS: Herschel 100,1970ApJ___160_1149H,no survey
HD  16779,GOODS: Herschel 160,1970ApJ___160_1149H,no survey
HD  16779,GOODS: Herschel 250,1970ApJ___160_1149H,no survey
HD  16779,GOODS: Herschel 350,1970ApJ___160_1149H,no survey
HD  16779,GOODS: Herschel 500,1970ApJ___160_1149H,no survey
HD  16779,CDFS: LESS,1970ApJ___160_1149H,no survey
HD  16779,GOODS: VLA North,1970ApJ___160_1149H,no survey
