object,survey,pdf,reason
2MASX J20523330-5153099,GOODS: Chandra ACIS HB,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: Chandra ACIS FB,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: Chandra ACIS SB,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: VLT VIMOS U,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: VLT VIMOS R,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: HST ACS B,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: HST ACS V,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: HST ACS I,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: HST ACS Z,1997AJ____113__492C,no survey
2MASX J20523330-5153099,Hawaii HDF U,1997AJ____113__492C,no survey
2MASX J20523330-5153099,Hawaii HDF B,1997AJ____113__492C,no survey
2MASX J20523330-5153099,Hawaii HDF V0201,1997AJ____113__492C,no survey
2MASX J20523330-5153099,Hawaii HDF V0401,1997AJ____113__492C,no survey
2MASX J20523330-5153099,Hawaii HDF R,1997AJ____113__492C,no survey
2MASX J20523330-5153099,Hawaii HDF I,1997AJ____113__492C,no survey
2MASX J20523330-5153099,Hawaii HDF z,1997AJ____113__492C,no survey
2MASX J20523330-5153099,Hawaii HDF HK,1997AJ____113__492C,no images
2MASX J20523330-5153099,GOODS: HST NICMOS,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: VLT ISAAC J,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: VLT ISAAC H,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: VLT ISAAC Ks,1997AJ____113__492C,no survey
2MASX J20523330-5153099,HUDF: VLT ISAAC Ks,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: Spitzer IRAC 3.6,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: Spitzer IRAC 4.5,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: Spitzer IRAC 5.8,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: Spitzer IRAC 8.0,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: Spitzer MIPS 24,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: Herschel 100,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: Herschel 160,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: Herschel 250,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: Herschel 350,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: Herschel 500,1997AJ____113__492C,no survey
2MASX J20523330-5153099,CDFS: LESS,1997AJ____113__492C,no survey
2MASX J20523330-5153099,GOODS: VLA North,1997AJ____113__492C,no survey
