object,survey,pdf,reason
V* W Hya,GOODS: Chandra ACIS HB,1969AJ_____74__413T,no survey
V* W Hya,GOODS: Chandra ACIS FB,1969AJ_____74__413T,no survey
V* W Hya,GOODS: Chandra ACIS SB,1969AJ_____74__413T,no survey
V* W Hya,GOODS: VLT VIMOS U,1969AJ_____74__413T,no survey
V* W Hya,GOODS: VLT VIMOS R,1969AJ_____74__413T,no survey
V* W Hya,GOODS: HST ACS B,1969AJ_____74__413T,no survey
V* W Hya,GOODS: HST ACS V,1969AJ_____74__413T,no survey
V* W Hya,GOODS: HST ACS I,1969AJ_____74__413T,no survey
V* W Hya,GOODS: HST ACS Z,1969AJ_____74__413T,no survey
V* W Hya,Hawaii HDF U,1969AJ_____74__413T,no survey
V* W Hya,Hawaii HDF B,1969AJ_____74__413T,no survey
V* W Hya,Hawaii HDF V0201,1969AJ_____74__413T,no survey
V* W Hya,Hawaii HDF V0401,1969AJ_____74__413T,no survey
V* W Hya,Hawaii HDF R,1969AJ_____74__413T,no survey
V* W Hya,Hawaii HDF I,1969AJ_____74__413T,no survey
V* W Hya,Hawaii HDF z,1969AJ_____74__413T,no survey
V* W Hya,Hawaii HDF HK,1969AJ_____74__413T,no images
V* W Hya,GOODS: HST NICMOS,1969AJ_____74__413T,no survey
V* W Hya,GOODS: VLT ISAAC J,1969AJ_____74__413T,no survey
V* W Hya,GOODS: VLT ISAAC H,1969AJ_____74__413T,no survey
V* W Hya,GOODS: VLT ISAAC Ks,1969AJ_____74__413T,no survey
V* W Hya,HUDF: VLT ISAAC Ks,1969AJ_____74__413T,no survey
V* W Hya,GOODS: Spitzer IRAC 3.6,1969AJ_____74__413T,no survey
V* W Hya,GOODS: Spitzer IRAC 4.5,1969AJ_____74__413T,no survey
V* W Hya,GOODS: Spitzer IRAC 5.8,1969AJ_____74__413T,no survey
V* W Hya,GOODS: Spitzer IRAC 8.0,1969AJ_____74__413T,no survey
V* W Hya,GOODS: Spitzer MIPS 24,1969AJ_____74__413T,no survey
V* W Hya,GOODS: Herschel 100,1969AJ_____74__413T,no survey
V* W Hya,GOODS: Herschel 160,1969AJ_____74__413T,no survey
V* W Hya,GOODS: Herschel 250,1969AJ_____74__413T,no survey
V* W Hya,GOODS: Herschel 350,1969AJ_____74__413T,no survey
V* W Hya,GOODS: Herschel 500,1969AJ_____74__413T,no survey
V* W Hya,CDFS: LESS,1969AJ_____74__413T,no survey
V* W Hya,GOODS: VLA North,1969AJ_____74__413T,no survey
