object,survey,pdf,reason
Brun 939,GOODS: Chandra ACIS HB,1969ApJ___155__447W,no survey
Brun 939,GOODS: Chandra ACIS FB,1969ApJ___155__447W,no survey
Brun 939,GOODS: Chandra ACIS SB,1969ApJ___155__447W,no survey
Brun 939,GOODS: VLT VIMOS U,1969ApJ___155__447W,no survey
Brun 939,GOODS: VLT VIMOS R,1969ApJ___155__447W,no survey
Brun 939,GOODS: HST ACS B,1969ApJ___155__447W,no survey
Brun 939,GOODS: HST ACS V,1969ApJ___155__447W,no survey
Brun 939,GOODS: HST ACS I,1969ApJ___155__447W,no survey
Brun 939,GOODS: HST ACS Z,1969ApJ___155__447W,no survey
Brun 939,Hawaii HDF U,1969ApJ___155__447W,no survey
Brun 939,Hawaii HDF B,1969ApJ___155__447W,no survey
Brun 939,Hawaii HDF V0201,1969ApJ___155__447W,no survey
Brun 939,Hawaii HDF V0401,1969ApJ___155__447W,no survey
Brun 939,Hawaii HDF R,1969ApJ___155__447W,no survey
Brun 939,Hawaii HDF I,1969ApJ___155__447W,no survey
Brun 939,Hawaii HDF z,1969ApJ___155__447W,no survey
Brun 939,Hawaii HDF HK,1969ApJ___155__447W,no images
Brun 939,GOODS: HST NICMOS,1969ApJ___155__447W,no survey
Brun 939,GOODS: VLT ISAAC J,1969ApJ___155__447W,no survey
Brun 939,GOODS: VLT ISAAC H,1969ApJ___155__447W,no survey
Brun 939,GOODS: VLT ISAAC Ks,1969ApJ___155__447W,no survey
Brun 939,HUDF: VLT ISAAC Ks,1969ApJ___155__447W,no survey
Brun 939,GOODS: Spitzer IRAC 3.6,1969ApJ___155__447W,no survey
Brun 939,GOODS: Spitzer IRAC 4.5,1969ApJ___155__447W,no survey
Brun 939,GOODS: Spitzer IRAC 5.8,1969ApJ___155__447W,no survey
Brun 939,GOODS: Spitzer IRAC 8.0,1969ApJ___155__447W,no survey
Brun 939,GOODS: Spitzer MIPS 24,1969ApJ___155__447W,no survey
Brun 939,GOODS: Herschel 100,1969ApJ___155__447W,no survey
Brun 939,GOODS: Herschel 160,1969ApJ___155__447W,no survey
Brun 939,GOODS: Herschel 250,1969ApJ___155__447W,no survey
Brun 939,GOODS: Herschel 350,1969ApJ___155__447W,no survey
Brun 939,GOODS: Herschel 500,1969ApJ___155__447W,no survey
Brun 939,CDFS: LESS,1969ApJ___155__447W,no survey
Brun 939,GOODS: VLA North,1969ApJ___155__447W,no survey
