object,survey,pdf,reason
[P93]   921,GOODS: Chandra ACIS HB,1994AJ____107_1054M,no survey
[P93]   921,GOODS: Chandra ACIS FB,1994AJ____107_1054M,no survey
[P93]   921,GOODS: Chandra ACIS SB,1994AJ____107_1054M,no survey
[P93]   921,GOODS: VLT VIMOS U,1994AJ____107_1054M,no survey
[P93]   921,GOODS: VLT VIMOS R,1994AJ____107_1054M,no survey
[P93]   921,GOODS: HST ACS B,1994AJ____107_1054M,no survey
[P93]   921,GOODS: HST ACS V,1994AJ____107_1054M,no survey
[P93]   921,GOODS: HST ACS I,1994AJ____107_1054M,no survey
[P93]   921,GOODS: HST ACS Z,1994AJ____107_1054M,no survey
[P93]   921,Hawaii HDF U,1994AJ____107_1054M,no survey
[P93]   921,Hawaii HDF B,1994AJ____107_1054M,no survey
[P93]   921,Hawaii HDF V0201,1994AJ____107_1054M,no survey
[P93]   921,Hawaii HDF V0401,1994AJ____107_1054M,no survey
[P93]   921,Hawaii HDF R,1994AJ____107_1054M,no survey
[P93]   921,Hawaii HDF I,1994AJ____107_1054M,no survey
[P93]   921,Hawaii HDF z,1994AJ____107_1054M,no survey
[P93]   921,Hawaii HDF HK,1994AJ____107_1054M,no images
[P93]   921,GOODS: HST NICMOS,1994AJ____107_1054M,no survey
[P93]   921,GOODS: VLT ISAAC J,1994AJ____107_1054M,no survey
[P93]   921,GOODS: VLT ISAAC H,1994AJ____107_1054M,no survey
[P93]   921,GOODS: VLT ISAAC Ks,1994AJ____107_1054M,no survey
[P93]   921,HUDF: VLT ISAAC Ks,1994AJ____107_1054M,no survey
[P93]   921,GOODS: Spitzer IRAC 3.6,1994AJ____107_1054M,no survey
[P93]   921,GOODS: Spitzer IRAC 4.5,1994AJ____107_1054M,no survey
[P93]   921,GOODS: Spitzer IRAC 5.8,1994AJ____107_1054M,no survey
[P93]   921,GOODS: Spitzer IRAC 8.0,1994AJ____107_1054M,no survey
[P93]   921,GOODS: Spitzer MIPS 24,1994AJ____107_1054M,no survey
[P93]   921,GOODS: Herschel 100,1994AJ____107_1054M,no survey
[P93]   921,GOODS: Herschel 160,1994AJ____107_1054M,no survey
[P93]   921,GOODS: Herschel 250,1994AJ____107_1054M,no survey
[P93]   921,GOODS: Herschel 350,1994AJ____107_1054M,no survey
[P93]   921,GOODS: Herschel 500,1994AJ____107_1054M,no survey
[P93]   921,CDFS: LESS,1994AJ____107_1054M,no survey
[P93]   921,GOODS: VLA North,1994AJ____107_1054M,no survey
