object,survey,pdf,reason
HD 166107,GOODS: Chandra ACIS HB,1957ApJ___125__654H,no survey
HD 166107,GOODS: Chandra ACIS FB,1957ApJ___125__654H,no survey
HD 166107,GOODS: Chandra ACIS SB,1957ApJ___125__654H,no survey
HD 166107,GOODS: VLT VIMOS U,1957ApJ___125__654H,no survey
HD 166107,GOODS: VLT VIMOS R,1957ApJ___125__654H,no survey
HD 166107,GOODS: HST ACS B,1957ApJ___125__654H,no survey
HD 166107,GOODS: HST ACS V,1957ApJ___125__654H,no survey
HD 166107,GOODS: HST ACS I,1957ApJ___125__654H,no survey
HD 166107,GOODS: HST ACS Z,1957ApJ___125__654H,no survey
HD 166107,Hawaii HDF U,1957ApJ___125__654H,no survey
HD 166107,Hawaii HDF B,1957ApJ___125__654H,no survey
HD 166107,Hawaii HDF V0201,1957ApJ___125__654H,no survey
HD 166107,Hawaii HDF V0401,1957ApJ___125__654H,no survey
HD 166107,Hawaii HDF R,1957ApJ___125__654H,no survey
HD 166107,Hawaii HDF I,1957ApJ___125__654H,no survey
HD 166107,Hawaii HDF z,1957ApJ___125__654H,no survey
HD 166107,Hawaii HDF HK,1957ApJ___125__654H,no images
HD 166107,GOODS: HST NICMOS,1957ApJ___125__654H,no survey
HD 166107,GOODS: VLT ISAAC J,1957ApJ___125__654H,no survey
HD 166107,GOODS: VLT ISAAC H,1957ApJ___125__654H,no survey
HD 166107,GOODS: VLT ISAAC Ks,1957ApJ___125__654H,no survey
HD 166107,HUDF: VLT ISAAC Ks,1957ApJ___125__654H,no survey
HD 166107,GOODS: Spitzer IRAC 3.6,1957ApJ___125__654H,no survey
HD 166107,GOODS: Spitzer IRAC 4.5,1957ApJ___125__654H,no survey
HD 166107,GOODS: Spitzer IRAC 5.8,1957ApJ___125__654H,no survey
HD 166107,GOODS: Spitzer IRAC 8.0,1957ApJ___125__654H,no survey
HD 166107,GOODS: Spitzer MIPS 24,1957ApJ___125__654H,no survey
HD 166107,GOODS: Herschel 100,1957ApJ___125__654H,no survey
HD 166107,GOODS: Herschel 160,1957ApJ___125__654H,no survey
HD 166107,GOODS: Herschel 250,1957ApJ___125__654H,no survey
HD 166107,GOODS: Herschel 350,1957ApJ___125__654H,no survey
HD 166107,GOODS: Herschel 500,1957ApJ___125__654H,no survey
HD 166107,CDFS: LESS,1957ApJ___125__654H,no survey
HD 166107,GOODS: VLA North,1957ApJ___125__654H,no survey
