object,survey,pdf,reason
Haro 1-6,GOODS: Chandra ACIS HB,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: Chandra ACIS FB,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: Chandra ACIS SB,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: VLT VIMOS U,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: VLT VIMOS R,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: HST ACS B,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: HST ACS V,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: HST ACS I,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: HST ACS Z,1987AJ_____93_1182A,no survey
Haro 1-6,Hawaii HDF U,1987AJ_____93_1182A,no survey
Haro 1-6,Hawaii HDF B,1987AJ_____93_1182A,no survey
Haro 1-6,Hawaii HDF V0201,1987AJ_____93_1182A,no survey
Haro 1-6,Hawaii HDF V0401,1987AJ_____93_1182A,no survey
Haro 1-6,Hawaii HDF R,1987AJ_____93_1182A,no survey
Haro 1-6,Hawaii HDF I,1987AJ_____93_1182A,no survey
Haro 1-6,Hawaii HDF z,1987AJ_____93_1182A,no survey
Haro 1-6,Hawaii HDF HK,1987AJ_____93_1182A,no images
Haro 1-6,GOODS: HST NICMOS,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: VLT ISAAC J,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: VLT ISAAC H,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: VLT ISAAC Ks,1987AJ_____93_1182A,no survey
Haro 1-6,HUDF: VLT ISAAC Ks,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: Spitzer IRAC 3.6,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: Spitzer IRAC 4.5,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: Spitzer IRAC 5.8,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: Spitzer IRAC 8.0,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: Spitzer MIPS 24,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: Herschel 100,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: Herschel 160,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: Herschel 250,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: Herschel 350,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: Herschel 500,1987AJ_____93_1182A,no survey
Haro 1-6,CDFS: LESS,1987AJ_____93_1182A,no survey
Haro 1-6,GOODS: VLA North,1987AJ_____93_1182A,no survey
