object,survey,pdf,reason
LBQS 2350-0132,GOODS: Chandra ACIS HB,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: Chandra ACIS FB,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: Chandra ACIS SB,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: VLT VIMOS U,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: VLT VIMOS R,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: HST ACS B,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: HST ACS V,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: HST ACS I,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: HST ACS Z,1987ApJS___64__667T,no survey
LBQS 2350-0132,Hawaii HDF U,1987ApJS___64__667T,no survey
LBQS 2350-0132,Hawaii HDF B,1987ApJS___64__667T,no survey
LBQS 2350-0132,Hawaii HDF V0201,1987ApJS___64__667T,no survey
LBQS 2350-0132,Hawaii HDF V0401,1987ApJS___64__667T,no survey
LBQS 2350-0132,Hawaii HDF R,1987ApJS___64__667T,no survey
LBQS 2350-0132,Hawaii HDF I,1987ApJS___64__667T,no survey
LBQS 2350-0132,Hawaii HDF z,1987ApJS___64__667T,no survey
LBQS 2350-0132,Hawaii HDF HK,1987ApJS___64__667T,no images
LBQS 2350-0132,GOODS: HST NICMOS,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: VLT ISAAC J,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: VLT ISAAC H,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: VLT ISAAC Ks,1987ApJS___64__667T,no survey
LBQS 2350-0132,HUDF: VLT ISAAC Ks,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: Spitzer IRAC 3.6,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: Spitzer IRAC 4.5,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: Spitzer IRAC 5.8,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: Spitzer IRAC 8.0,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: Spitzer MIPS 24,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: Herschel 100,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: Herschel 160,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: Herschel 250,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: Herschel 350,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: Herschel 500,1987ApJS___64__667T,no survey
LBQS 2350-0132,CDFS: LESS,1987ApJS___64__667T,no survey
LBQS 2350-0132,GOODS: VLA North,1987ApJS___64__667T,no survey
