object,survey,pdf,reason
NGC  3840,GOODS: Chandra ACIS HB,1987ApJS___64__507C,no survey
NGC  3840,GOODS: Chandra ACIS FB,1987ApJS___64__507C,no survey
NGC  3840,GOODS: Chandra ACIS SB,1987ApJS___64__507C,no survey
NGC  3840,GOODS: VLT VIMOS U,1987ApJS___64__507C,no survey
NGC  3840,GOODS: VLT VIMOS R,1987ApJS___64__507C,no survey
NGC  3840,GOODS: HST ACS B,1987ApJS___64__507C,no survey
NGC  3840,GOODS: HST ACS V,1987ApJS___64__507C,no survey
NGC  3840,GOODS: HST ACS I,1987ApJS___64__507C,no survey
NGC  3840,GOODS: HST ACS Z,1987ApJS___64__507C,no survey
NGC  3840,Hawaii HDF U,1987ApJS___64__507C,no survey
NGC  3840,Hawaii HDF B,1987ApJS___64__507C,no survey
NGC  3840,Hawaii HDF V0201,1987ApJS___64__507C,no survey
NGC  3840,Hawaii HDF V0401,1987ApJS___64__507C,no survey
NGC  3840,Hawaii HDF R,1987ApJS___64__507C,no survey
NGC  3840,Hawaii HDF I,1987ApJS___64__507C,no survey
NGC  3840,Hawaii HDF z,1987ApJS___64__507C,no survey
NGC  3840,Hawaii HDF HK,1987ApJS___64__507C,no images
NGC  3840,GOODS: HST NICMOS,1987ApJS___64__507C,no survey
NGC  3840,GOODS: VLT ISAAC J,1987ApJS___64__507C,no survey
NGC  3840,GOODS: VLT ISAAC H,1987ApJS___64__507C,no survey
NGC  3840,GOODS: VLT ISAAC Ks,1987ApJS___64__507C,no survey
NGC  3840,HUDF: VLT ISAAC Ks,1987ApJS___64__507C,no survey
NGC  3840,GOODS: Spitzer IRAC 3.6,1987ApJS___64__507C,no survey
NGC  3840,GOODS: Spitzer IRAC 4.5,1987ApJS___64__507C,no survey
NGC  3840,GOODS: Spitzer IRAC 5.8,1987ApJS___64__507C,no survey
NGC  3840,GOODS: Spitzer IRAC 8.0,1987ApJS___64__507C,no survey
NGC  3840,GOODS: Spitzer MIPS 24,1987ApJS___64__507C,no survey
NGC  3840,GOODS: Herschel 100,1987ApJS___64__507C,no survey
NGC  3840,GOODS: Herschel 160,1987ApJS___64__507C,no survey
NGC  3840,GOODS: Herschel 250,1987ApJS___64__507C,no survey
NGC  3840,GOODS: Herschel 350,1987ApJS___64__507C,no survey
NGC  3840,GOODS: Herschel 500,1987ApJS___64__507C,no survey
NGC  3840,CDFS: LESS,1987ApJS___64__507C,no survey
NGC  3840,GOODS: VLA North,1987ApJS___64__507C,no survey
