object,survey,pdf,reason
3C  75,GOODS: Chandra ACIS HB,1994ApJ___423___94B,no survey
3C  75,GOODS: Chandra ACIS FB,1994ApJ___423___94B,no survey
3C  75,GOODS: Chandra ACIS SB,1994ApJ___423___94B,no survey
3C  75,GOODS: VLT VIMOS U,1994ApJ___423___94B,no survey
3C  75,GOODS: VLT VIMOS R,1994ApJ___423___94B,no survey
3C  75,GOODS: HST ACS B,1994ApJ___423___94B,no survey
3C  75,GOODS: HST ACS V,1994ApJ___423___94B,no survey
3C  75,GOODS: HST ACS I,1994ApJ___423___94B,no survey
3C  75,GOODS: HST ACS Z,1994ApJ___423___94B,no survey
3C  75,Hawaii HDF U,1994ApJ___423___94B,no survey
3C  75,Hawaii HDF B,1994ApJ___423___94B,no survey
3C  75,Hawaii HDF V0201,1994ApJ___423___94B,no survey
3C  75,Hawaii HDF V0401,1994ApJ___423___94B,no survey
3C  75,Hawaii HDF R,1994ApJ___423___94B,no survey
3C  75,Hawaii HDF I,1994ApJ___423___94B,no survey
3C  75,Hawaii HDF z,1994ApJ___423___94B,no survey
3C  75,Hawaii HDF HK,1994ApJ___423___94B,no images
3C  75,GOODS: HST NICMOS,1994ApJ___423___94B,no survey
3C  75,GOODS: VLT ISAAC J,1994ApJ___423___94B,no survey
3C  75,GOODS: VLT ISAAC H,1994ApJ___423___94B,no survey
3C  75,GOODS: VLT ISAAC Ks,1994ApJ___423___94B,no survey
3C  75,HUDF: VLT ISAAC Ks,1994ApJ___423___94B,no survey
3C  75,GOODS: Spitzer IRAC 3.6,1994ApJ___423___94B,no survey
3C  75,GOODS: Spitzer IRAC 4.5,1994ApJ___423___94B,no survey
3C  75,GOODS: Spitzer IRAC 5.8,1994ApJ___423___94B,no survey
3C  75,GOODS: Spitzer IRAC 8.0,1994ApJ___423___94B,no survey
3C  75,GOODS: Spitzer MIPS 24,1994ApJ___423___94B,no survey
3C  75,GOODS: Herschel 100,1994ApJ___423___94B,no survey
3C  75,GOODS: Herschel 160,1994ApJ___423___94B,no survey
3C  75,GOODS: Herschel 250,1994ApJ___423___94B,no survey
3C  75,GOODS: Herschel 350,1994ApJ___423___94B,no survey
3C  75,GOODS: Herschel 500,1994ApJ___423___94B,no survey
3C  75,CDFS: LESS,1994ApJ___423___94B,no survey
3C  75,GOODS: VLA North,1994ApJ___423___94B,no survey
