object,survey,pdf,reason
Cl* NGC 6171    FCF    1501,GOODS: Chandra ACIS HB,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: Chandra ACIS FB,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: Chandra ACIS SB,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: VLT VIMOS U,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: VLT VIMOS R,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: HST ACS B,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: HST ACS V,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: HST ACS I,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: HST ACS Z,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,Hawaii HDF U,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,Hawaii HDF B,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,Hawaii HDF V0201,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,Hawaii HDF V0401,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,Hawaii HDF R,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,Hawaii HDF I,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,Hawaii HDF z,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,Hawaii HDF HK,1992AJ____103_1252C,no images
Cl* NGC 6171    FCF    1501,GOODS: HST NICMOS,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: VLT ISAAC J,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: VLT ISAAC H,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: VLT ISAAC Ks,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,HUDF: VLT ISAAC Ks,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: Spitzer IRAC 3.6,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: Spitzer IRAC 4.5,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: Spitzer IRAC 5.8,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: Spitzer IRAC 8.0,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: Spitzer MIPS 24,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: Herschel 100,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: Herschel 160,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: Herschel 250,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: Herschel 350,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: Herschel 500,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,CDFS: LESS,1992AJ____103_1252C,no survey
Cl* NGC 6171    FCF    1501,GOODS: VLA North,1992AJ____103_1252C,no survey
