object,survey,pdf,reason
IC 4725  161,GOODS: Chandra ACIS HB,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: Chandra ACIS FB,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: Chandra ACIS SB,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: VLT VIMOS U,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: VLT VIMOS R,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: HST ACS B,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: HST ACS V,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: HST ACS I,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: HST ACS Z,1960ApJ___131__610S,no survey
IC 4725  161,Hawaii HDF U,1960ApJ___131__610S,no survey
IC 4725  161,Hawaii HDF B,1960ApJ___131__610S,no survey
IC 4725  161,Hawaii HDF V0201,1960ApJ___131__610S,no survey
IC 4725  161,Hawaii HDF V0401,1960ApJ___131__610S,no survey
IC 4725  161,Hawaii HDF R,1960ApJ___131__610S,no survey
IC 4725  161,Hawaii HDF I,1960ApJ___131__610S,no survey
IC 4725  161,Hawaii HDF z,1960ApJ___131__610S,no survey
IC 4725  161,Hawaii HDF HK,1960ApJ___131__610S,no images
IC 4725  161,GOODS: HST NICMOS,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: VLT ISAAC J,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: VLT ISAAC H,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: VLT ISAAC Ks,1960ApJ___131__610S,no survey
IC 4725  161,HUDF: VLT ISAAC Ks,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: Spitzer IRAC 3.6,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: Spitzer IRAC 4.5,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: Spitzer IRAC 5.8,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: Spitzer IRAC 8.0,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: Spitzer MIPS 24,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: Herschel 100,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: Herschel 160,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: Herschel 250,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: Herschel 350,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: Herschel 500,1960ApJ___131__610S,no survey
IC 4725  161,CDFS: LESS,1960ApJ___131__610S,no survey
IC 4725  161,GOODS: VLA North,1960ApJ___131__610S,no survey
