object,survey,pdf,reason
HD  20193,GOODS: Chandra ACIS HB,1970ApJS___19__281B,no survey
HD  20193,GOODS: Chandra ACIS FB,1970ApJS___19__281B,no survey
HD  20193,GOODS: Chandra ACIS SB,1970ApJS___19__281B,no survey
HD  20193,GOODS: VLT VIMOS U,1970ApJS___19__281B,no survey
HD  20193,GOODS: VLT VIMOS R,1970ApJS___19__281B,no survey
HD  20193,GOODS: HST ACS B,1970ApJS___19__281B,no survey
HD  20193,GOODS: HST ACS V,1970ApJS___19__281B,no survey
HD  20193,GOODS: HST ACS I,1970ApJS___19__281B,no survey
HD  20193,GOODS: HST ACS Z,1970ApJS___19__281B,no survey
HD  20193,Hawaii HDF U,1970ApJS___19__281B,no survey
HD  20193,Hawaii HDF B,1970ApJS___19__281B,no survey
HD  20193,Hawaii HDF V0201,1970ApJS___19__281B,no survey
HD  20193,Hawaii HDF V0401,1970ApJS___19__281B,no survey
HD  20193,Hawaii HDF R,1970ApJS___19__281B,no survey
HD  20193,Hawaii HDF I,1970ApJS___19__281B,no survey
HD  20193,Hawaii HDF z,1970ApJS___19__281B,no survey
HD  20193,Hawaii HDF HK,1970ApJS___19__281B,no images
HD  20193,GOODS: HST NICMOS,1970ApJS___19__281B,no survey
HD  20193,GOODS: VLT ISAAC J,1970ApJS___19__281B,no survey
HD  20193,GOODS: VLT ISAAC H,1970ApJS___19__281B,no survey
HD  20193,GOODS: VLT ISAAC Ks,1970ApJS___19__281B,no survey
HD  20193,HUDF: VLT ISAAC Ks,1970ApJS___19__281B,no survey
HD  20193,GOODS: Spitzer IRAC 3.6,1970ApJS___19__281B,no survey
HD  20193,GOODS: Spitzer IRAC 4.5,1970ApJS___19__281B,no survey
HD  20193,GOODS: Spitzer IRAC 5.8,1970ApJS___19__281B,no survey
HD  20193,GOODS: Spitzer IRAC 8.0,1970ApJS___19__281B,no survey
HD  20193,GOODS: Spitzer MIPS 24,1970ApJS___19__281B,no survey
HD  20193,GOODS: Herschel 100,1970ApJS___19__281B,no survey
HD  20193,GOODS: Herschel 160,1970ApJS___19__281B,no survey
HD  20193,GOODS: Herschel 250,1970ApJS___19__281B,no survey
HD  20193,GOODS: Herschel 350,1970ApJS___19__281B,no survey
HD  20193,GOODS: Herschel 500,1970ApJS___19__281B,no survey
HD  20193,CDFS: LESS,1970ApJS___19__281B,no survey
HD  20193,GOODS: VLA North,1970ApJS___19__281B,no survey
