object,survey,pdf,reason
QSO B1259+344B,GOODS: Chandra ACIS HB,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: Chandra ACIS FB,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: Chandra ACIS SB,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: VLT VIMOS U,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: VLT VIMOS R,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: HST ACS B,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: HST ACS V,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: HST ACS I,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: HST ACS Z,1978ApJ___221__468S,no survey
QSO B1259+344B,Hawaii HDF U,1978ApJ___221__468S,no survey
QSO B1259+344B,Hawaii HDF B,1978ApJ___221__468S,no survey
QSO B1259+344B,Hawaii HDF V0201,1978ApJ___221__468S,no survey
QSO B1259+344B,Hawaii HDF V0401,1978ApJ___221__468S,no survey
QSO B1259+344B,Hawaii HDF R,1978ApJ___221__468S,no survey
QSO B1259+344B,Hawaii HDF I,1978ApJ___221__468S,no survey
QSO B1259+344B,Hawaii HDF z,1978ApJ___221__468S,no survey
QSO B1259+344B,Hawaii HDF HK,1978ApJ___221__468S,no images
QSO B1259+344B,GOODS: HST NICMOS,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: VLT ISAAC J,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: VLT ISAAC H,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: VLT ISAAC Ks,1978ApJ___221__468S,no survey
QSO B1259+344B,HUDF: VLT ISAAC Ks,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: Spitzer IRAC 3.6,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: Spitzer IRAC 4.5,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: Spitzer IRAC 5.8,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: Spitzer IRAC 8.0,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: Spitzer MIPS 24,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: Herschel 100,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: Herschel 160,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: Herschel 250,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: Herschel 350,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: Herschel 500,1978ApJ___221__468S,no survey
QSO B1259+344B,CDFS: LESS,1978ApJ___221__468S,no survey
QSO B1259+344B,GOODS: VLA North,1978ApJ___221__468S,no survey
