object,survey,pdf,reason
HD  27282,GOODS: Chandra ACIS HB,1981ApJ___249__647S,no survey
HD  27282,GOODS: Chandra ACIS FB,1981ApJ___249__647S,no survey
HD  27282,GOODS: Chandra ACIS SB,1981ApJ___249__647S,no survey
HD  27282,GOODS: VLT VIMOS U,1981ApJ___249__647S,no survey
HD  27282,GOODS: VLT VIMOS R,1981ApJ___249__647S,no survey
HD  27282,GOODS: HST ACS B,1981ApJ___249__647S,no survey
HD  27282,GOODS: HST ACS V,1981ApJ___249__647S,no survey
HD  27282,GOODS: HST ACS I,1981ApJ___249__647S,no survey
HD  27282,GOODS: HST ACS Z,1981ApJ___249__647S,no survey
HD  27282,Hawaii HDF U,1981ApJ___249__647S,no survey
HD  27282,Hawaii HDF B,1981ApJ___249__647S,no survey
HD  27282,Hawaii HDF V0201,1981ApJ___249__647S,no survey
HD  27282,Hawaii HDF V0401,1981ApJ___249__647S,no survey
HD  27282,Hawaii HDF R,1981ApJ___249__647S,no survey
HD  27282,Hawaii HDF I,1981ApJ___249__647S,no survey
HD  27282,Hawaii HDF z,1981ApJ___249__647S,no survey
HD  27282,Hawaii HDF HK,1981ApJ___249__647S,no images
HD  27282,GOODS: HST NICMOS,1981ApJ___249__647S,no survey
HD  27282,GOODS: VLT ISAAC J,1981ApJ___249__647S,no survey
HD  27282,GOODS: VLT ISAAC H,1981ApJ___249__647S,no survey
HD  27282,GOODS: VLT ISAAC Ks,1981ApJ___249__647S,no survey
HD  27282,HUDF: VLT ISAAC Ks,1981ApJ___249__647S,no survey
HD  27282,GOODS: Spitzer IRAC 3.6,1981ApJ___249__647S,no survey
HD  27282,GOODS: Spitzer IRAC 4.5,1981ApJ___249__647S,no survey
HD  27282,GOODS: Spitzer IRAC 5.8,1981ApJ___249__647S,no survey
HD  27282,GOODS: Spitzer IRAC 8.0,1981ApJ___249__647S,no survey
HD  27282,GOODS: Spitzer MIPS 24,1981ApJ___249__647S,no survey
HD  27282,GOODS: Herschel 100,1981ApJ___249__647S,no survey
HD  27282,GOODS: Herschel 160,1981ApJ___249__647S,no survey
HD  27282,GOODS: Herschel 250,1981ApJ___249__647S,no survey
HD  27282,GOODS: Herschel 350,1981ApJ___249__647S,no survey
HD  27282,GOODS: Herschel 500,1981ApJ___249__647S,no survey
HD  27282,CDFS: LESS,1981ApJ___249__647S,no survey
HD  27282,GOODS: VLA North,1981ApJ___249__647S,no survey
