object,survey,pdf,reason
HD  82443,GOODS: Chandra ACIS HB,1994ApJS___93__569B,no survey
HD  82443,GOODS: Chandra ACIS FB,1994ApJS___93__569B,no survey
HD  82443,GOODS: Chandra ACIS SB,1994ApJS___93__569B,no survey
HD  82443,GOODS: VLT VIMOS U,1994ApJS___93__569B,no survey
HD  82443,GOODS: VLT VIMOS R,1994ApJS___93__569B,no survey
HD  82443,GOODS: HST ACS B,1994ApJS___93__569B,no survey
HD  82443,GOODS: HST ACS V,1994ApJS___93__569B,no survey
HD  82443,GOODS: HST ACS I,1994ApJS___93__569B,no survey
HD  82443,GOODS: HST ACS Z,1994ApJS___93__569B,no survey
HD  82443,Hawaii HDF U,1994ApJS___93__569B,no survey
HD  82443,Hawaii HDF B,1994ApJS___93__569B,no survey
HD  82443,Hawaii HDF V0201,1994ApJS___93__569B,no survey
HD  82443,Hawaii HDF V0401,1994ApJS___93__569B,no survey
HD  82443,Hawaii HDF R,1994ApJS___93__569B,no survey
HD  82443,Hawaii HDF I,1994ApJS___93__569B,no survey
HD  82443,Hawaii HDF z,1994ApJS___93__569B,no survey
HD  82443,Hawaii HDF HK,1994ApJS___93__569B,no images
HD  82443,GOODS: HST NICMOS,1994ApJS___93__569B,no survey
HD  82443,GOODS: VLT ISAAC J,1994ApJS___93__569B,no survey
HD  82443,GOODS: VLT ISAAC H,1994ApJS___93__569B,no survey
HD  82443,GOODS: VLT ISAAC Ks,1994ApJS___93__569B,no survey
HD  82443,HUDF: VLT ISAAC Ks,1994ApJS___93__569B,no survey
HD  82443,GOODS: Spitzer IRAC 3.6,1994ApJS___93__569B,no survey
HD  82443,GOODS: Spitzer IRAC 4.5,1994ApJS___93__569B,no survey
HD  82443,GOODS: Spitzer IRAC 5.8,1994ApJS___93__569B,no survey
HD  82443,GOODS: Spitzer IRAC 8.0,1994ApJS___93__569B,no survey
HD  82443,GOODS: Spitzer MIPS 24,1994ApJS___93__569B,no survey
HD  82443,GOODS: Herschel 100,1994ApJS___93__569B,no survey
HD  82443,GOODS: Herschel 160,1994ApJS___93__569B,no survey
HD  82443,GOODS: Herschel 250,1994ApJS___93__569B,no survey
HD  82443,GOODS: Herschel 350,1994ApJS___93__569B,no survey
HD  82443,GOODS: Herschel 500,1994ApJS___93__569B,no survey
HD  82443,CDFS: LESS,1994ApJS___93__569B,no survey
HD  82443,GOODS: VLA North,1994ApJS___93__569B,no survey
