object,survey,pdf,reason
HD  52721,GOODS: Chandra ACIS HB,1977ApJ___217__473H,no survey
HD  52721,GOODS: Chandra ACIS FB,1977ApJ___217__473H,no survey
HD  52721,GOODS: Chandra ACIS SB,1977ApJ___217__473H,no survey
HD  52721,GOODS: VLT VIMOS U,1977ApJ___217__473H,no survey
HD  52721,GOODS: VLT VIMOS R,1977ApJ___217__473H,no survey
HD  52721,GOODS: HST ACS B,1977ApJ___217__473H,no survey
HD  52721,GOODS: HST ACS V,1977ApJ___217__473H,no survey
HD  52721,GOODS: HST ACS I,1977ApJ___217__473H,no survey
HD  52721,GOODS: HST ACS Z,1977ApJ___217__473H,no survey
HD  52721,Hawaii HDF U,1977ApJ___217__473H,no survey
HD  52721,Hawaii HDF B,1977ApJ___217__473H,no survey
HD  52721,Hawaii HDF V0201,1977ApJ___217__473H,no survey
HD  52721,Hawaii HDF V0401,1977ApJ___217__473H,no survey
HD  52721,Hawaii HDF R,1977ApJ___217__473H,no survey
HD  52721,Hawaii HDF I,1977ApJ___217__473H,no survey
HD  52721,Hawaii HDF z,1977ApJ___217__473H,no survey
HD  52721,Hawaii HDF HK,1977ApJ___217__473H,no images
HD  52721,GOODS: HST NICMOS,1977ApJ___217__473H,no survey
HD  52721,GOODS: VLT ISAAC J,1977ApJ___217__473H,no survey
HD  52721,GOODS: VLT ISAAC H,1977ApJ___217__473H,no survey
HD  52721,GOODS: VLT ISAAC Ks,1977ApJ___217__473H,no survey
HD  52721,HUDF: VLT ISAAC Ks,1977ApJ___217__473H,no survey
HD  52721,GOODS: Spitzer IRAC 3.6,1977ApJ___217__473H,no survey
HD  52721,GOODS: Spitzer IRAC 4.5,1977ApJ___217__473H,no survey
HD  52721,GOODS: Spitzer IRAC 5.8,1977ApJ___217__473H,no survey
HD  52721,GOODS: Spitzer IRAC 8.0,1977ApJ___217__473H,no survey
HD  52721,GOODS: Spitzer MIPS 24,1977ApJ___217__473H,no survey
HD  52721,GOODS: Herschel 100,1977ApJ___217__473H,no survey
HD  52721,GOODS: Herschel 160,1977ApJ___217__473H,no survey
HD  52721,GOODS: Herschel 250,1977ApJ___217__473H,no survey
HD  52721,GOODS: Herschel 350,1977ApJ___217__473H,no survey
HD  52721,GOODS: Herschel 500,1977ApJ___217__473H,no survey
HD  52721,CDFS: LESS,1977ApJ___217__473H,no survey
HD  52721,GOODS: VLA North,1977ApJ___217__473H,no survey
