object,survey,pdf,reason
[SSC75] M 78   4,GOODS: Chandra ACIS HB,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: Chandra ACIS FB,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: Chandra ACIS SB,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: VLT VIMOS U,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: VLT VIMOS R,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: HST ACS B,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: HST ACS V,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: HST ACS I,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: HST ACS Z,1975ApJ___196__489S,no survey
[SSC75] M 78   4,Hawaii HDF U,1975ApJ___196__489S,no survey
[SSC75] M 78   4,Hawaii HDF B,1975ApJ___196__489S,no survey
[SSC75] M 78   4,Hawaii HDF V0201,1975ApJ___196__489S,no survey
[SSC75] M 78   4,Hawaii HDF V0401,1975ApJ___196__489S,no survey
[SSC75] M 78   4,Hawaii HDF R,1975ApJ___196__489S,no survey
[SSC75] M 78   4,Hawaii HDF I,1975ApJ___196__489S,no survey
[SSC75] M 78   4,Hawaii HDF z,1975ApJ___196__489S,no survey
[SSC75] M 78   4,Hawaii HDF HK,1975ApJ___196__489S,no images
[SSC75] M 78   4,GOODS: HST NICMOS,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: VLT ISAAC J,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: VLT ISAAC H,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: VLT ISAAC Ks,1975ApJ___196__489S,no survey
[SSC75] M 78   4,HUDF: VLT ISAAC Ks,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: Spitzer IRAC 3.6,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: Spitzer IRAC 4.5,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: Spitzer IRAC 5.8,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: Spitzer IRAC 8.0,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: Spitzer MIPS 24,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: Herschel 100,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: Herschel 160,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: Herschel 250,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: Herschel 350,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: Herschel 500,1975ApJ___196__489S,no survey
[SSC75] M 78   4,CDFS: LESS,1975ApJ___196__489S,no survey
[SSC75] M 78   4,GOODS: VLA North,1975ApJ___196__489S,no survey
