object,survey,pdf,reason
HD 147012,GOODS: Chandra ACIS HB,1967ApJ___147_1003G,no survey
HD 147012,GOODS: Chandra ACIS FB,1967ApJ___147_1003G,no survey
HD 147012,GOODS: Chandra ACIS SB,1967ApJ___147_1003G,no survey
HD 147012,GOODS: VLT VIMOS U,1967ApJ___147_1003G,no survey
HD 147012,GOODS: VLT VIMOS R,1967ApJ___147_1003G,no survey
HD 147012,GOODS: HST ACS B,1967ApJ___147_1003G,no survey
HD 147012,GOODS: HST ACS V,1967ApJ___147_1003G,no survey
HD 147012,GOODS: HST ACS I,1967ApJ___147_1003G,no survey
HD 147012,GOODS: HST ACS Z,1967ApJ___147_1003G,no survey
HD 147012,Hawaii HDF U,1967ApJ___147_1003G,no survey
HD 147012,Hawaii HDF B,1967ApJ___147_1003G,no survey
HD 147012,Hawaii HDF V0201,1967ApJ___147_1003G,no survey
HD 147012,Hawaii HDF V0401,1967ApJ___147_1003G,no survey
HD 147012,Hawaii HDF R,1967ApJ___147_1003G,no survey
HD 147012,Hawaii HDF I,1967ApJ___147_1003G,no survey
HD 147012,Hawaii HDF z,1967ApJ___147_1003G,no survey
HD 147012,Hawaii HDF HK,1967ApJ___147_1003G,no images
HD 147012,GOODS: HST NICMOS,1967ApJ___147_1003G,no survey
HD 147012,GOODS: VLT ISAAC J,1967ApJ___147_1003G,no survey
HD 147012,GOODS: VLT ISAAC H,1967ApJ___147_1003G,no survey
HD 147012,GOODS: VLT ISAAC Ks,1967ApJ___147_1003G,no survey
HD 147012,HUDF: VLT ISAAC Ks,1967ApJ___147_1003G,no survey
HD 147012,GOODS: Spitzer IRAC 3.6,1967ApJ___147_1003G,no survey
HD 147012,GOODS: Spitzer IRAC 4.5,1967ApJ___147_1003G,no survey
HD 147012,GOODS: Spitzer IRAC 5.8,1967ApJ___147_1003G,no survey
HD 147012,GOODS: Spitzer IRAC 8.0,1967ApJ___147_1003G,no survey
HD 147012,GOODS: Spitzer MIPS 24,1967ApJ___147_1003G,no survey
HD 147012,GOODS: Herschel 100,1967ApJ___147_1003G,no survey
HD 147012,GOODS: Herschel 160,1967ApJ___147_1003G,no survey
HD 147012,GOODS: Herschel 250,1967ApJ___147_1003G,no survey
HD 147012,GOODS: Herschel 350,1967ApJ___147_1003G,no survey
HD 147012,GOODS: Herschel 500,1967ApJ___147_1003G,no survey
HD 147012,CDFS: LESS,1967ApJ___147_1003G,no survey
HD 147012,GOODS: VLA North,1967ApJ___147_1003G,no survey
