object,survey,pdf,reason
CPD-19  6901,GOODS: Chandra ACIS HB,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: Chandra ACIS FB,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: Chandra ACIS SB,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: VLT VIMOS U,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: VLT VIMOS R,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: HST ACS B,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: HST ACS V,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: HST ACS I,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: HST ACS Z,1960ApJ___131__620J,no survey
CPD-19  6901,Hawaii HDF U,1960ApJ___131__620J,no survey
CPD-19  6901,Hawaii HDF B,1960ApJ___131__620J,no survey
CPD-19  6901,Hawaii HDF V0201,1960ApJ___131__620J,no survey
CPD-19  6901,Hawaii HDF V0401,1960ApJ___131__620J,no survey
CPD-19  6901,Hawaii HDF R,1960ApJ___131__620J,no survey
CPD-19  6901,Hawaii HDF I,1960ApJ___131__620J,no survey
CPD-19  6901,Hawaii HDF z,1960ApJ___131__620J,no survey
CPD-19  6901,Hawaii HDF HK,1960ApJ___131__620J,no images
CPD-19  6901,GOODS: HST NICMOS,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: VLT ISAAC J,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: VLT ISAAC H,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: VLT ISAAC Ks,1960ApJ___131__620J,no survey
CPD-19  6901,HUDF: VLT ISAAC Ks,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: Spitzer IRAC 3.6,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: Spitzer IRAC 4.5,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: Spitzer IRAC 5.8,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: Spitzer IRAC 8.0,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: Spitzer MIPS 24,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: Herschel 100,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: Herschel 160,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: Herschel 250,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: Herschel 350,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: Herschel 500,1960ApJ___131__620J,no survey
CPD-19  6901,CDFS: LESS,1960ApJ___131__620J,no survey
CPD-19  6901,GOODS: VLA North,1960ApJ___131__620J,no survey
